 Flow Duration,Total Length of Fwd Packets, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Average Packet Size,Active Mean, Active Std,Idle Mean, Idle Std, Label
116019817,346,0.112049823,9668318.083,28800000,918.5384615,999,0,58000000,59400000,DoS Hulk
980,0,2040.816327,980,0,0,0,0,0,0,DoS Hulk
98846814,368,0.121399967,8986074,29800000,997.4166667,13988,0,98800000,0,DoS Hulk
98789442,312,0.111347931,9878944.2,31200000,1082.454545,2,0,98700000,0,DoS Hulk
98376828,371,0.142309935,7567448.308,27300000,854.7142857,1003,0,98400000,0,DoS Hulk
99041393,708,0.151451828,7074385.214,26400000,820.2,4,0,98700000,0,DoS Hulk
85715579,362,0.151664378,7142964.917,24400000,920.2307692,10010,0,84700000,0,DoS Hulk
85454267,423,0.152128155,7121188.917,24600000,924.4615385,2976,0,85300000,0,DoS Hulk
997,0,2006.018054,997,0,0,0,0,0,0,DoS Hulk
83431120,344,0.155817158,6952593.333,24000000,918.8461538,11004,0,83300000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
984,0,2032.520325,984,0,0,0,0,0,0,DoS Hulk
100723903,322,0.10920943,10100000,31800000,1083.909091,0,0,101000000,0,DoS Hulk
138578,326,64.94537372,17322.25,43835.23102,1324.555556,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
23035,18,173.6487953,7678.333333,12432.43268,6,0,0,0,0,DoS Hulk
3445,0,1451.37881,861.25,1234.525111,0,0,0,0,0,DoS Hulk
207,0,9661.835749,207,0,0,0,0,0,0,DoS Hulk
67540729,342,0.177670573,6140066.273,20300000,994.75,993,0,67400000,0,DoS Hulk
148489,335,60.61055028,18561.125,47663.52995,1325.555556,0,0,0,0,DoS Hulk
972,0,2057.613169,972,0,0,0,0,0,0,DoS Hulk
159,0,12578.61635,159,0,0,0,0,0,0,DoS Hulk
100071684,350,0.139899714,7697821.846,27700000,853.6428571,8991,0,99900000,0,DoS Hulk
67211617,350,0.193418944,5600968.083,19400000,918.8461538,1004,0,67100000,0,DoS Hulk
98686694,328,0.141863097,7591284.154,27400000,851.6428571,1984,0,98700000,0,DoS Hulk
98296334,342,0.122079833,8936030.364,29600000,994.75,3,0,98300000,0,DoS Hulk
98818707,370,0.131554039,8234892.25,28500000,920.3846154,1000,0,98700000,0,DoS Hulk
85353098,331,0.164024509,6565622.923,23400000,851.8571429,982,0,84300000,0,DoS Hulk
5,0,400000,5,0,0,0,0,0,0,DoS Hulk
976,0,2049.180328,976,0,0,0,0,0,0,DoS Hulk
99007746,384,0.131302858,8250645.5,28500000,921.9230769,17004,0,98900000,0,DoS Hulk
98420320,377,0.121926041,8947301.818,29700000,997.6666667,5,0,98400000,0,DoS Hulk
99466693,336,0.140750633,7651284.077,27500000,852.2142857,993,0,99300000,0,DoS Hulk
83485143,368,0.155716329,6957095.25,24100000,920.2307692,1001,0,83300000,0,DoS Hulk
86370770,379,0.173669865,6169340.714,22800000,798.2666667,998,0,85400000,0,DoS Hulk
1,0,2000000,1,0,0,0,0,0,0,DoS Hulk
83503203,1020,0.167658239,6423323.308,23000000,901.5,13970,0,82900000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
93650792,356,0.08542373,13400000,35400000,1494.625,0,0,93600000,0,DoS Hulk
101698706,1691,0.167160436,6356169.125,24900000,781.5294118,3991,0,99900000,0,DoS Hulk
83844180,321,0.143122635,7622198.182,25200000,993.5,10940,0,83700000,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
98688762,346,0.121594392,8971705.636,29700000,995.0833333,5,0,98700000,0,DoS Hulk
98445740,407,0.132052438,8203811.667,28400000,923.2307692,1003,0,98400000,0,DoS Hulk
97388876,342,0.112949245,9738887.6,30800000,1085.181818,991,0,97400000,0,DoS Hulk
116700326,338,0.111396433,9725027.167,28900000,918.3846154,12003,0,58300000,59700000,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
98630484,387,0.131805092,8219207,28500000,921.6923077,1977,0,98600000,0,DoS Hulk
97873420,372,0.112390065,9787342,30900000,1088.454545,0,0,97800000,0,DoS Hulk
85118347,372,0.15272853,7093195.583,24300000,921,11991,0,84100000,0,DoS Hulk
4906,12,611.4961272,2453,3396.940977,6,0,0,0,0,DoS Hulk
100857662,808,0.168554373,6303603.875,24900000,729.5882353,1990,0,99500000,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
995,0,2010.050251,995,0,0,0,0,0,0,DoS Hulk
98676777,383,0.131743257,8223064.75,28500000,921.3846154,10,0,98700000,0,DoS Hulk
99729126,314,0.120325932,9066284.182,30000000,992.4166667,2006,0,99600000,0,DoS Hulk
85427100,355,0.152176534,7118925,24600000,919.2307692,8,0,85300000,0,DoS Hulk
84624090,362,0.141803593,7693099.091,25500000,996.4166667,982,0,84500000,0,DoS Hulk
17904,18,279.2672029,4476,5881.209796,7,0,0,0,0,DoS Hulk
100533609,367,0.12930999,8377800.75,29000000,920.1538462,1023,0,100000000,0,DoS Hulk
2816,0,1775.568182,704,770.7286596,0,0,0,0,0,DoS Hulk
28662,325,279.1152048,4094.571429,7466.854332,1490,0,0,0,0,DoS Hulk
86323176,710,0.173765618,6165941.143,22900000,820.3333333,961,0,85900000,0,DoS Hulk
84875135,389,0.141384164,7715921.364,25500000,999.1666667,10999,0,84700000,0,DoS Hulk
85349764,398,0.164030916,6565366.462,23600000,856.6428571,974,0,85200000,0,DoS Hulk
98867921,370,0.131488554,8238993.417,28500000,920.8461538,11984,0,98700000,0,DoS Hulk
85417066,337,0.15219441,7118088.833,24600000,917.8461538,3,0,85300000,0,DoS Hulk
1001,0,3996.003996,333.6666667,573.5994537,0,0,0,0,0,DoS Hulk
14063,12,284.4343312,4687.666667,7821.760053,4.5,0,0,0,0,DoS Hulk
82900049,321,0.156815348,6908337.417,23900000,916.6153846,1011,0,82800000,0,DoS Hulk
1,0,2000000,1,0,0,0,0,0,0,DoS Hulk
48,0,41666.66667,48,0,0,0,0,0,0,DoS Hulk
180459,365,49.8728243,22557.375,54542.63956,1328.888889,0,0,0,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
85107244,402,0.199747979,5319202.75,21200000,705.7058824,2000,0,85000000,0,DoS Hulk
85408744,376,0.163917643,6569903.385,23400000,855.0714286,1999,0,84400000,0,DoS Hulk
98286799,417,0.122091676,8935163.545,29600000,1001,2,0,98300000,0,DoS Hulk
98943843,776,0.141494403,7611064.846,27300000,884.0714286,13008,0,98600000,0,DoS Hulk
83260113,357,0.156137189,6938342.75,24000000,919.8461538,13021,0,83100000,0,DoS Hulk
98267866,313,0.101762666,10900000,32700000,1191.4,0,0,98000000,0,DoS Hulk
83976096,290,0.178622259,5998292.571,22100000,792.3333333,1009,0,82900000,0,DoS Hulk
98628884,326,0.121668212,8966262.182,29700000,993.4166667,6,0,98600000,0,DoS Hulk
85208123,355,0.164303584,6554471,23600000,853.5714286,2006,0,85100000,0,DoS Hulk
85208141,302,0.164303549,6554472.385,23600000,849.7857143,7,0,85100000,0,DoS Hulk
99698661,348,0.1203627,9063514.636,30000000,995.25,4,0,99600000,0,DoS Hulk
72,0,27777.77778,72,0,0,0,0,0,0,DoS Hulk
244,0,8196.721311,244,0,0,0,0,0,0,DoS Hulk
149564,353,66.86100933,16618.22222,45302.6868,1194.8,0,0,0,0,DoS Hulk
100559223,402,0.14916583,7182801.643,26800000,799.8,1993,0,100000000,0,DoS Hulk
977,0,2047.082907,977,0,0,0,0,0,0,DoS Hulk
99618674,642,0.130497621,8301556.167,28600000,941.3076923,995,0,99200000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
84364166,1005,0.189653982,5624277.733,21600000,787.875,13030,0,83800000,0,DoS Hulk
11142,30,538.5029618,2228.4,2710.041199,6,0,0,0,0,DoS Hulk
85122368,324,0.117477935,9458040.889,28300000,1191.9,992,0,85000000,0,DoS Hulk
85449113,317,0.14043446,7768101.182,25700000,993.1666667,11002,0,85300000,0,DoS Hulk
145604,329,61.8114887,18200.5,46632.2297,1324.888889,0,0,0,0,DoS Hulk
86806832,359,0.138237967,7891530.182,26100000,996.6666667,11988,0,86600000,0,DoS Hulk
152751,358,65.46601986,16972.33333,47115.97212,1195.3,0,0,0,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
68838613,307,0.203374231,5295277.923,19000000,850.1428571,993,0,68600000,0,DoS Hulk
233,0,8583.690987,233,0,0,0,0,0,0,DoS Hulk
81905150,382,0.146510934,7445922.727,24600000,998.5833333,5003,0,81800000,0,DoS Hulk
84589199,379,0.177327604,6042085.643,22600000,798.2666667,1001,0,84400000,0,DoS Hulk
98828624,328,0.121422312,8984420.364,29800000,994.0833333,13007,0,98800000,0,DoS Hulk
100091861,371,0.139871513,7699373.923,27700000,854.7142857,1994,0,99900000,0,DoS Hulk
98527655,305,0.15224152,7037689.643,26300000,793.3333333,1006,0,98400000,0,DoS Hulk
99419825,344,0.120700273,9038165.909,30000000,994.9166667,979,0,99400000,0,DoS Hulk
85905056,319,0.151329859,7158754.667,24700000,916.9230769,2996,0,85700000,0,DoS Hulk
86540221,337,0.150219168,7211685.083,24700000,917.8461538,503,0,85500000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
99218116,364,0.11086685,9921811.6,31400000,1087.181818,987,0,99200000,0,DoS Hulk
105510,314,85.29997157,13188.75,32490.36813,1323.222222,0,0,0,0,DoS Hulk
84929993,975,0.153067244,7077499.417,24400000,966.9230769,5,0,84500000,0,DoS Hulk
99809688,738,0.150286012,7129263.429,26600000,822.2,3,0,99500000,0,DoS Hulk
84316534,380,0.154180911,7026377.833,24300000,921.6153846,11119,0,84200000,0,DoS Hulk
1000,0,2000,1000,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
99523115,374,0.140670838,7655624.231,27600000,854.9285714,4219,0,99400000,0,DoS Hulk
98389908,372,0.111800084,9838990.8,31100000,1088.454545,12988,0,98300000,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
67098637,312,0.193744621,5591553.083,19300000,915.9230769,1001,0,66900000,0,DoS Hulk
992,0,2016.129032,992,0,0,0,0,0,0,DoS Hulk
100331712,1029,0.169437954,6270732,24900000,742.5882353,1038,0,99800000,0,DoS Hulk
98329931,312,0.132207964,8194160.917,28400000,915.9230769,4,0,98300000,0,DoS Hulk
98375808,348,0.13214631,8197984,28400000,918.6923077,1006,0,98400000,0,DoS Hulk
85673037,358,0.151739689,7139419.75,24700000,919.4615385,6,0,85500000,0,DoS Hulk
222,0,9009.009009,222,0,0,0,0,0,0,DoS Hulk
1196344,313,7.522919829,149543,350360.2381,1323.111111,0,0,0,0,DoS Hulk
98521136,714,0.111651169,9852113.6,31000000,1119.545455,0,0,98100000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
150598,370,53.1215554,21514,51272.45137,1495.625,0,0,0,0,DoS Hulk
85064351,345,0.164581283,6543411.615,23500000,852.8571429,981,0,84900000,0,DoS Hulk
100255548,740,0.169566676,6265971.75,25000000,725.5882353,1001,0,99900000,0,DoS Hulk
1994,6,2507.522568,498.5,993.6671139,1.2,0,0,0,0,DoS Hulk
84013113,299,0.154737749,7001092.75,24200000,914.9230769,1987,0,83900000,0,DoS Hulk
86021082,386,0.139500687,7820098.364,25900000,998.9166667,11028,0,85900000,0,DoS Hulk
98303811,1113,0.122070547,8936710.091,29500000,1059.5,0,0,97700000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
14264,12,280.4262479,4754.666667,7970.3295,4.5,0,0,0,0,DoS Hulk
98531956,309,0.1217879,8957450.545,29700000,992.5,13008,0,98400000,0,DoS Hulk
85586406,343,0.105156887,10700000,30200000,1327.111111,0,0,85400000,0,DoS Hulk
85234237,315,0.175985619,6088159.786,22700000,794,997,0,85100000,0,DoS Hulk
84695130,368,0.141684652,7699557.273,25500000,997.4166667,10962,0,84500000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
98727865,346,0.131675085,8227322.083,28500000,919,13009,0,98700000,0,DoS Hulk
86012928,412,0.15114007,7167744,24500000,924.0769231,9005,0,85000000,0,DoS Hulk
98060356,374,0.142769215,7543104.308,27200000,854.9285714,1033,0,98000000,0,DoS Hulk
1,0,2000000,1,0,0,0,0,0,0,DoS Hulk
8787,396,910.4358712,1255.285714,2976.790314,1498.875,0,0,0,0,DoS Hulk
99650706,374,0.130455674,8304225.5,28800000,921.1538462,9989,0,99600000,0,DoS Hulk
3976,0,1257.545272,994,816.9810279,0,0,0,0,0,DoS Hulk
99988068,384,0.140016707,7691389.846,27700000,856.0714286,12002,0,99900000,0,DoS Hulk
84948128,376,0.153034567,7079010.667,24500000,921.3076923,9999,0,84900000,0,DoS Hulk
1989,0,3016.591252,397.8,542.5064055,0,0,0,0,0,DoS Hulk
1,0,2000000,1,0,0,0,0,0,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
98741667,336,0.121529243,8976515.182,29700000,994.75,14015,0,98700000,0,DoS Hulk
84655997,356,0.129937635,8465599.7,26700000,1086.454545,3,0,84500000,0,DoS Hulk
85175033,378,0.140886356,7743184.818,25600000,998.25,11000,0,85000000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
5,0,400000,5,0,0,0,0,0,0,DoS Hulk
85069222,303,0.188082124,5671281.467,21900000,743.625,994,0,84900000,0,DoS Hulk
1,0,2000000,1,0,0,0,0,0,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
221,0,9049.773756,221,0,0,0,0,0,0,DoS Hulk
99326729,317,0.140948969,7640517.615,27500000,850.8571429,29017,0,99200000,0,DoS Hulk
100367649,618,0.129523807,8363970.75,28900000,939.4615385,6,0,100000000,0,DoS Hulk
101471253,391,0.137970111,7805481,27200000,856.1428571,485,0,98500000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
4706,6,1062.473438,1176.5,1830.500205,1.2,0,0,0,0,DoS Hulk
85021166,368,0.141141325,7729196.909,25600000,996.9166667,987,0,84900000,0,DoS Hulk
99424615,666,0.150868072,7101758.214,26200000,817.8,13989,0,98100000,0,DoS Hulk
84594291,306,0.130032416,8459429.1,26700000,1082.454545,10013,0,84400000,0,DoS Hulk
1000,0,2000,1000,0,0,0,0,0,0,DoS Hulk
85579363,384,0.151905781,7131613.583,24700000,921.4615385,741,0,85500000,0,DoS Hulk
4978,0,1205.303335,995.6,1849.252768,0,0,0,0,0,DoS Hulk
2331,0,2574.002574,466.2,468.7528133,0,0,0,0,0,DoS Hulk
85572493,397,0.151917977,7131041.083,24600000,922.4615385,995,0,85400000,0,DoS Hulk
101226706,1446,0.167939872,6326669.125,25000000,767.1176471,1995,0,100000000,0,DoS Hulk
86005095,324,0.162781054,6615776.538,23800000,851.3571429,1024,0,85800000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
98650332,330,0.111504947,9865033.2,31200000,1084.090909,6,0,98600000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
85740226,714,0.174947055,6124301.857,22800000,821,10010,0,85500000,0,DoS Hulk
98799650,1432,0.172065387,6174978.125,24400000,766.6470588,16982,0,97800000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
100788706,939,0.138904452,7752977.385,27800000,895.7142857,10994,0,100000000,0,DoS Hulk
100369930,346,0.14944715,7169280.714,26800000,796.0666667,3008,0,100000000,0,DoS Hulk
83605697,315,0.131569981,8360569.7,26400000,1083.272727,9992,0,83400000,0,DoS Hulk
86010502,344,0.151144334,7167541.833,24800000,918.8461538,11029,0,85800000,0,DoS Hulk
84964648,330,0.141235211,7724058.909,25600000,993.75,519,0,84800000,0,DoS Hulk
141420,402,56.569085,20202.85714,46911.87259,1499.625,0,0,0,0,DoS Hulk
9969,12,300.932892,4984.5,6989.750532,6,0,0,0,0,DoS Hulk
5,0,400000,5,0,0,0,0,0,0,DoS Hulk
98906043,341,0.131437874,8242170.25,28500000,918.6153846,11977,0,98900000,0,DoS Hulk
101205789,758,0.138332008,7785060.692,27900000,882.3571429,1008,0,101000000,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
71564,393,125.7615561,8945.5,20689.29458,1332,0,0,0,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
1003,0,5982.053838,200.6,432.9795607,0,0,0,0,0,DoS Hulk
99907843,320,0.110101466,9990784.3,31600000,1083.727273,9002,0,99900000,0,DoS Hulk
99634669,352,0.120440005,9057697.182,30000000,995.5833333,2,0,99400000,0,DoS Hulk
98718832,339,0.131687133,8226569.333,28500000,918,5,0,98700000,0,DoS Hulk
100033730,345,0.129956166,8336144.167,28800000,918.4615385,4,0,99900000,0,DoS Hulk
85206183,656,0.176043562,6086155.929,22400000,817.1333333,11973,0,83900000,0,DoS Hulk
3,0,1000000,1.5,2.121320344,0,0,0,0,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
1,0,2000000,1,0,0,0,0,0,0,DoS Hulk
25574,369,351.9199187,3196.75,5851.25688,1329.333333,0,0,0,0,DoS Hulk
1506,371,5976.095618,188.25,262.7784238,1329.555556,0,0,0,0,DoS Hulk
183,0,10928.96175,183,0,0,0,0,0,0,DoS Hulk
85008999,324,0.164688447,6539153.769,23500000,851.3571429,1012,0,84900000,0,DoS Hulk
97820089,341,0.132897037,8151674.083,28200000,918.1538462,507,0,97700000,0,DoS Hulk
14009,24,356.9134128,3502.25,5732.398182,6,0,0,0,0,DoS Hulk
98807088,356,0.131569508,8233924,28500000,919.3076923,978,0,98800000,0,DoS Hulk
68635614,334,0.160266651,6863561.4,21600000,1085,9008,0,68500000,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
209,0,9569.37799,209,0,0,0,0,0,0,DoS Hulk
101420754,1452,0.147898723,7244339.571,26800000,870.2,10990,0,100000000,0,DoS Hulk
99456951,365,0.14076442,7650534.692,27500000,854.7142857,13010,0,99300000,0,DoS Hulk
98964704,384,0.141464577,7612669.538,27400000,855.6428571,7,0,98800000,0,DoS Hulk
85185264,752,0.176086794,6084661.714,22700000,823.1333333,2001,0,84900000,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
85302963,363,0.164120911,6561766.385,23600000,854.1428571,803,0,85200000,0,DoS Hulk
83732359,368,0.167199398,6440950.692,23200000,854.9285714,11999,0,83600000,0,DoS Hulk
83628052,368,0.143492521,7602550.182,25200000,997.4166667,11974,0,83500000,0,DoS Hulk
98516007,334,0.121807617,8956000.636,29700000,994.5833333,11007,0,98500000,0,DoS Hulk
86994694,299,0.160929355,6691899.538,23800000,849.5714286,1214,0,86000000,0,DoS Hulk
98726925,311,0.131676339,8227243.75,28500000,915.8461538,998,0,98700000,0,DoS Hulk
84996110,329,0.152948176,7083009.167,24500000,917.2307692,1983,0,84800000,0,DoS Hulk
98670357,367,0.131751829,8222529.75,28500000,920.6153846,9997,0,98700000,0,DoS Hulk
85204318,414,0.152574427,7100359.833,24500000,923.7692308,4,0,85100000,0,DoS Hulk
150425,410,53.18264916,21489.28571,50423.90312,1500.625,0,0,0,0,DoS Hulk
366521,718,27.28356629,40724.55556,79114.86996,1231.3,0,0,0,0,DoS Hulk
85071069,361,0.152813408,7089255.75,24500000,919.6923077,991,0,84900000,0,DoS Hulk
82746148,362,0.157107011,6895512.333,23500000,919.7692308,7978,0,81600000,0,DoS Hulk
99450921,906,0.150828166,7103637.214,26400000,833.4,978,0,98900000,0,DoS Hulk
84139226,371,0.11885063,9348802.889,28000000,1196.6,2,0,84000000,0,DoS Hulk
98767899,382,0.131621712,8230658.25,28500000,921.3076923,5,0,98600000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
99918741,360,0.140113855,7686057,27600000,853.9285714,1012,0,99700000,0,DoS Hulk
98734813,352,0.141793959,7594985.615,27400000,853.3571429,1012,0,98700000,0,DoS Hulk
98017177,598,0.173438988,6126073.563,24400000,717.2352941,11054,0,97600000,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
82017397,312,0.158502958,6834783.083,23600000,915.9230769,3,0,81900000,0,DoS Hulk
100943002,742,0.118878969,9176636.545,30300000,1028.583333,0,0,101000000,0,DoS Hulk
98413611,360,0.121934353,8946691.909,29700000,996.25,4,0,98400000,0,DoS Hulk
100518674,368,0.139277603,7732205.692,27500000,854.9285714,13008,0,99400000,0,DoS Hulk
15,0,133333.3333,15,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
101207697,1631,0.177852086,5953393.941,24100000,734.7777778,984,0,99400000,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
101995070,1900,0.186283514,5666392.778,23600000,710.2631579,990,0,100000000,0,DoS Hulk
35677665,770,0.392402362,2744435.769,9775392.629,883.2142857,988,0,35300000,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
99468688,347,0.14074781,7651437.538,27600000,853,992,0,99400000,0,DoS Hulk
996,0,2008.032129,996,0,0,0,0,0,0,DoS Hulk
86247546,646,0.173917992,6160539,22900000,816.0666667,1929,0,85900000,0,DoS Hulk
28653,0,174.5017974,7163.25,13823.43781,0,0,0,0,0,DoS Hulk
739,0,4059.539919,369.5,516.895057,0,0,0,0,0,DoS Hulk
3098602,12,1.290904737,1032867.333,1788104.943,7.25,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
101568627,361,0.127992279,8464052.25,29300000,919.6923077,997,0,101000000,0,DoS Hulk
84627155,350,0.141798457,7693377.727,25500000,995.9166667,1870,0,84500000,0,DoS Hulk
144930,375,55.19906162,20704.28571,47125.36807,1496.25,0,0,0,0,DoS Hulk
79118580,361,0.126392562,8790953.333,26300000,1196.2,0,0,79000000,0,DoS Hulk
99863633,374,0.120163864,9078512.091,30100000,997.9166667,11005,0,99700000,0,DoS Hulk
68371594,312,0.190137442,5697632.833,19700000,915.9230769,981,0,68200000,0,DoS Hulk
97843644,1254,0.122644655,8894876.727,29300000,1071.25,0,0,97300000,0,DoS Hulk
99247761,331,0.120909529,9022523.727,29900000,993.8333333,2000,0,99100000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
1040,0,1923.076923,1040,0,0,0,0,0,0,DoS Hulk
99040686,319,0.151452909,7074334.714,26500000,794.2666667,1003,0,99000000,0,DoS Hulk
87124405,294,0.114778402,9680489.444,28900000,1188.9,482,0,86900000,0,DoS Hulk
84941124,378,0.164820046,6533932.615,23500000,855.2142857,1019,0,84800000,0,DoS Hulk
99780645,364,0.140307772,7675434.231,27600000,854.2142857,1005,0,99600000,0,DoS Hulk
155061,366,58.04167392,19382.625,49059.74793,1329,0,0,0,0,DoS Hulk
100858378,1394,0.168553177,6303648.625,24700000,764.4117647,14020,0,99000000,0,DoS Hulk
84104077,306,0.15457039,7008673.083,24200000,915.4615385,5,0,84000000,0,DoS Hulk
82887091,377,0.180969073,5920506.5,21800000,798.1333333,4958,0,81700000,0,DoS Hulk
85450033,379,0.140432948,7768184.818,25700000,997.8333333,4,0,85300000,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
98327881,385,0.11187061,9832788.1,31100000,1089.636364,12024,0,98300000,0,DoS Hulk
98293508,376,0.111909731,9829350.8,31100000,1088.818182,27812,0,98200000,0,DoS Hulk
85177154,306,0.140882848,7743377.636,25600000,991.75,193,0,85000000,0,DoS Hulk
99510661,375,0.130639269,8292555.083,28700000,921.2307692,13975,0,99300000,0,DoS Hulk
98354891,375,0.132174413,8196240.917,28400000,920.7692308,3,0,98300000,0,DoS Hulk
86015107,358,0.174387971,6143936.214,22900000,796.8666667,993,0,85900000,0,DoS Hulk
83448108,307,0.143801942,7586191.636,25100000,991.8333333,7,0,83300000,0,DoS Hulk
100200055,366,0.129740448,8350004.583,28900000,920.5384615,10026,0,100000000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
10999,18,363.6694245,3666.333333,6282.840547,6,0,0,0,0,DoS Hulk
126455,366,63.26361156,18065,43319.47835,1495.125,0,0,0,0,DoS Hulk
83941254,325,0.166783308,6457019.538,23200000,851.8571429,10995,0,83800000,0,DoS Hulk
274,0,7299.270073,274,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
98735680,302,0.131664663,8227973.333,28500000,915.1538462,982,0,98600000,0,DoS Hulk
84758140,374,0.141579322,7705285.455,25500000,997.4166667,1000,0,84600000,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
98351727,375,0.142346255,7565517.462,27300000,855,993,0,98300000,0,DoS Hulk
100036685,322,0.119955994,9094244.091,30100000,993.0833333,4,0,99900000,0,DoS Hulk
5,0,400000,5,0,0,0,0,0,0,DoS Hulk
99112736,327,0.131163769,8259394.667,28600000,917.0769231,3004,0,99000000,0,DoS Hulk
100422791,348,0.119494787,9129344.636,30200000,995.25,987,0,100000000,0,DoS Hulk
84684039,375,0.141703208,7698549,25500000,998,29028,0,84500000,0,DoS Hulk
83778269,378,0.143235234,7616206.273,25200000,997.75,6,0,83600000,0,DoS Hulk
2,0,1000000,2,0,0,0,0,0,0,DoS Hulk
98298743,339,0.132249911,8191561.917,28400000,918,999,0,98300000,0,DoS Hulk
85583097,298,0.163583704,6583315.154,23700000,849.5,995,0,85400000,0,DoS Hulk
83709252,299,0.14335333,7609932,25200000,991.1666667,7,0,83600000,0,DoS Hulk
100765644,328,0.138936243,7751203.385,27900000,851.6428571,1010,0,101000000,0,DoS Hulk
99710755,658,0.130377109,8309229.583,28700000,942.5384615,7,0,99400000,0,DoS Hulk
998,0,2004.008016,998,0,0,0,0,0,0,DoS Hulk
1,0,2000000,1,0,0,0,0,0,0,DoS Hulk
212,0,9433.962264,212,0,0,0,0,0,0,DoS Hulk
18761,289,533.0206279,2084.555556,3943.293678,1188.4,0,0,0,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
98447070,313,0.142208397,7572851.538,27300000,851,11031,0,98400000,0,DoS Hulk
85075268,304,0.152805866,7089605.667,24500000,915.3076923,1984,0,84900000,0,DoS Hulk
83552175,400,0.155591401,6962681.25,24100000,923.1538462,11996,0,83400000,0,DoS Hulk
1,0,2000000,1,0,0,0,0,0,0,DoS Hulk
83226195,331,0.144185373,7566017.727,25000000,993.8333333,1016,0,83100000,0,DoS Hulk
4,0,500000,4,0,0,0,0,0,0,DoS Hulk
3,0,666666.6667,3,0,0,0,0,0,0,DoS Hulk
99172780,333,0.121000944,9015707.273,29900000,994,996,0,99000000,0,DoS Hulk
98339007,333,0.122026858,8939909.727,29600000,994.5,31020,0,98200000,0,DoS Hulk
